trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPPTA202601308fe95402,2026-01-30,GP02,new,11,221,8,7
TRPPLZ2026013024828349,2026-01-30,WC02,new,14,199,9,6
TRPJHB202601306eef4939,2026-01-30,GP01,new,27,506,7,8
TRPDBN20260130dccd3269,2026-01-30,KZN01,repeated,7,123,6,6
TRPCPT2026013082451c5e,2026-01-30,WC01,new,8,69,8,6
TRPJHB20260130b8456a69,2026-01-30,GP01,repeated,41,785,6,9
TRPJHB20260130f9ad1daa,2026-01-30,GP01,repeated,34,629,9,10
TRPCPT20260130c05e26fd,2026-01-30,WC01,repeated,17,262,4,8
TRPJHB20260130a0dca595,2026-01-30,GP01,new,16,301,10,10
TRPCPT20260130391df2c9,2026-01-30,WC01,new,13,188,9,7
TRPBFN20260130557cee2a,2026-01-30,FS01,repeated,8,70,6,9
TRPPMB2026013079d0ec6d,2026-01-30,KZN02,new,36,501,10,8
TRPPLZ2026013063842492,2026-01-30,WC02,new,10,124,6,10
TRPPTA20260130e9c1a368,2026-01-30,GP02,repeated,24,405,8,10
TRPPTA20260130f87b6847,2026-01-30,GP02,new,32,449,9,10
TRPPMB20260130ed9b65a9,2026-01-30,KZN02,new,17,253,7,6
TRPDBN20260130ba9c0c8c,2026-01-30,KZN01,repeated,15,204,8,8
TRPJHB20260130710d3395,2026-01-30,GP01,repeated,32,627,8,8
TRPJHB20260130605d3009,2026-01-30,GP01,new,25,451,7,8
TRPNEL2026013036be15bb,2026-01-30,MP01,repeated,14,197,9,8
TRPPMB20260130a4c82966,2026-01-30,KZN02,new,33,464,7,7
TRPJHB20260130a89b56ae,2026-01-30,GP01,new,43,746,7,7
TRPPLZ2026013092456476,2026-01-30,WC02,new,18,215,10,8
TRPPTA20260130cb98ad84,2026-01-30,GP02,repeated,25,375,7,9
TRPDBN202601304c4792a0,2026-01-30,KZN01,repeated,9,148,7,6
TRPJHB2026013045f3757d,2026-01-30,GP01,new,37,599,10,10
TRPPMB202601301ee1fe5e,2026-01-30,KZN02,repeated,22,337,6,9
TRPPLZ202601303041fe0c,2026-01-30,WC02,new,21,250,10,9
TRPDBN202601301e55ad46,2026-01-30,KZN01,repeated,16,188,6,4
TRPBFN20260130d7597282,2026-01-30,FS01,new,19,188,10,6
TRPJHB202601306bfe4b9c,2026-01-30,GP01,new,22,470,8,9
TRPDBN20260130c55e6e8c,2026-01-30,KZN01,new,8,120,8,5
TRPDBN2026013038319190,2026-01-30,KZN01,repeated,5,101,7,7
TRPJHB202601303e966940,2026-01-30,GP01,repeated,30,495,9,9
TRPELS202601305295a078,2026-01-30,EC01,new,13,261,8,7
TRPPMB20260130dfa490cb,2026-01-30,KZN02,new,22,283,8,8
TRPPLZ2026013023f12878,2026-01-30,WC02,new,13,183,10,6
TRPPLZ20260130902986ce,2026-01-30,WC02,new,22,236,7,7
TRPPTA20260130eb6e2a2b,2026-01-30,GP02,repeated,20,321,10,9
TRPPMB20260130042f7888,2026-01-30,KZN02,new,20,268,6,10
TRPBFN20260130a9622f05,2026-01-30,FS01,new,9,129,6,7
TRPBFN202601302e085467,2026-01-30,FS01,new,8,74,8,8
TRPELS202601301a2fced6,2026-01-30,EC01,new,27,390,8,7
TRPPTA20260130d13c9ac0,2026-01-30,GP02,new,19,301,8,9
TRPCPT20260130145a3be0,2026-01-30,WC01,repeated,11,116,6,7
TRPDBN20260130cba3dcfd,2026-01-30,KZN01,repeated,16,142,6,5
TRPJHB20260130dd72735e,2026-01-30,GP01,new,31,608,10,8
TRPNEL2026013067a2678d,2026-01-30,MP01,new,19,272,9,10
TRPJHB20260130a977010f,2026-01-30,GP01,repeated,42,798,7,8
TRPJHB20260130c3ddcff4,2026-01-30,GP01,new,35,648,9,9
TRPELS2026013093d825eb,2026-01-30,EC01,repeated,13,195,7,7
TRPPMB202601308a8edd8d,2026-01-30,KZN02,repeated,25,292,9,7
TRPDBN202601309b1498da,2026-01-30,KZN01,repeated,5,87,4,9
TRPJHB20260130ed800824,2026-01-30,GP01,new,13,272,10,10
TRPCPT20260130c24fed12,2026-01-30,WC01,repeated,5,70,5,4
TRPRST202601304623b271,2026-01-30,NW01,new,18,232,9,9
TRPPTA20260130ea97f4dd,2026-01-30,GP02,new,17,277,10,9
TRPPTA202601307a1f8e38,2026-01-30,GP02,new,9,175,9,10
TRPPTA2026013018f826fb,2026-01-30,GP02,new,35,519,10,9
TRPNEL20260130bf58e565,2026-01-30,MP01,new,24,364,8,8
TRPCPT20260130d18cc7e1,2026-01-30,WC01,new,13,161,8,7
TRPPLZ20260130a8460019,2026-01-30,WC02,new,7,107,9,9
TRPJHB2026013041162206,2026-01-30,GP01,new,35,631,10,9
TRPPMB2026013017ad40c9,2026-01-30,KZN02,new,11,182,7,6
TRPNEL20260130d2371197,2026-01-30,MP01,new,16,218,8,9
TRPBFN20260130d7aa1b1c,2026-01-30,FS01,repeated,20,180,6,4
TRPJHB2026013015d87c55,2026-01-30,GP01,new,39,747,9,10
TRPNEL20260130128e1777,2026-01-30,MP01,new,21,326,10,10
TRPCPT20260130456380e3,2026-01-30,WC01,repeated,16,227,6,6
TRPDBN20260130215c253c,2026-01-30,KZN01,repeated,12,159,8,5
TRPELS20260130e3aab816,2026-01-30,EC01,new,7,182,8,10
TRPDBN202601301c817cee,2026-01-30,KZN01,repeated,12,185,4,9
TRPPMB20260130339753f4,2026-01-30,KZN02,new,35,475,9,10
TRPPMB202601302b64d03a,2026-01-30,KZN02,repeated,15,165,9,10
TRPJHB20260130d2944754,2026-01-30,GP01,new,14,312,9,9
TRPPTA202601301b03df3e,2026-01-30,GP02,new,20,343,10,9
TRPPLZ2026013060bb56b9,2026-01-30,WC02,repeated,20,191,10,8
TRPPTA20260130779f5bcb,2026-01-30,GP02,new,31,515,9,8
TRPPTA20260130eca4af79,2026-01-30,GP02,new,24,420,9,10
TRPCPT2026013049583634,2026-01-30,WC01,new,7,135,6,7
TRPPTA20260130b474b63b,2026-01-30,GP02,new,40,551,9,9
TRPBFN20260130b67450d9,2026-01-30,FS01,new,10,164,9,5
TRPJHB2026013014f49503,2026-01-30,GP01,repeated,25,443,9,7
TRPJHB202601302bdf9ae4,2026-01-30,GP01,new,24,410,10,8
TRPPTA20260130f175c8ce,2026-01-30,GP02,new,24,385,9,9
TRPJHB20260130c32d8225,2026-01-30,GP01,new,19,324,10,9
TRPNEL20260130f147d2f8,2026-01-30,MP01,new,19,310,8,8
TRPPMB20260130eb0b723d,2026-01-30,KZN02,repeated,37,486,7,5
TRPCPT2026013002aac0a6,2026-01-30,WC01,new,16,179,9,7
TRPRST202601309d9897f3,2026-01-30,NW01,repeated,19,229,6,8
TRPPLZ202601300353d278,2026-01-30,WC02,repeated,19,218,5,6
TRPJHB20260130fcef25be,2026-01-30,GP01,repeated,21,399,8,10
TRPPTA20260130854ac850,2026-01-30,GP02,new,22,319,8,8
TRPNEL2026013093e0ef51,2026-01-30,MP01,new,10,188,8,10
TRPJHB2026013033d522f0,2026-01-30,GP01,repeated,39,679,9,10
TRPPTA2026013028056211,2026-01-30,GP02,new,29,456,9,10
TRPPMB20260130fb58c5a7,2026-01-30,KZN02,new,24,355,8,7
TRPJHB20260130b1f51f8b,2026-01-30,GP01,new,28,523,8,8
TRPJHB20260130ccafca77,2026-01-30,GP01,new,15,294,8,10
TRPPLZ202601306afef37a,2026-01-30,WC02,repeated,20,232,9,6
TRPRST20260130cf581819,2026-01-30,NW01,new,20,254,10,7
TRPBFN20260130ca231687,2026-01-30,FS01,new,5,85,8,8
TRPPLZ20260130ee566ae3,2026-01-30,WC02,new,24,277,9,8
TRPPTA20260130f1b64ed0,2026-01-30,GP02,new,10,200,10,9
TRPPMB202601307018cae7,2026-01-30,KZN02,repeated,19,293,5,7
TRPJHB20260130e6fc2215,2026-01-30,GP01,repeated,16,302,7,8
TRPJHB20260130056bfa2e,2026-01-30,GP01,repeated,41,698,8,8
TRPNEL202601302d9d1b97,2026-01-30,MP01,new,17,285,9,9
TRPDBN202601303b7b476b,2026-01-30,KZN01,repeated,5,94,4,9
TRPPLZ202601305e73edbc,2026-01-30,WC02,new,12,169,9,10
TRPRST2026013071084828,2026-01-30,NW01,repeated,14,206,10,8
TRPJHB202601304e96f92f,2026-01-30,GP01,new,18,378,10,10
TRPPMB20260130017ad159,2026-01-30,KZN02,new,20,279,7,10
TRPJHB2026013090d2303d,2026-01-30,GP01,new,37,693,9,10
TRPPTA20260130f3dd4e16,2026-01-30,GP02,repeated,27,413,9,8
TRPRST202601303b400ccf,2026-01-30,NW01,new,19,221,8,6
TRPPTA20260130e25fa6f8,2026-01-30,GP02,new,11,177,8,9
TRPPMB202601301e657fa1,2026-01-30,KZN02,new,15,182,9,10
TRPPTA20260130b2aa5c81,2026-01-30,GP02,new,21,312,9,9
TRPJHB20260130203f4ec0,2026-01-30,GP01,new,42,756,9,9
TRPPLZ20260130f91a1469,2026-01-30,WC02,repeated,15,227,6,10
TRPDBN20260130efb929a6,2026-01-30,KZN01,repeated,7,99,7,9
TRPDBN20260130d55ea37f,2026-01-30,KZN01,new,14,164,9,6
TRPJHB202601303d8dad7f,2026-01-30,GP01,new,18,387,9,9
TRPCPT2026013028a9b908,2026-01-30,WC01,new,12,205,10,8
TRPPLZ202601303fb79835,2026-01-30,WC02,new,16,159,9,6
TRPELS202601304d82f962,2026-01-30,EC01,new,12,177,10,9
TRPJHB2026013017632f23,2026-01-30,GP01,new,23,461,10,9
TRPCPT20260130cbda470e,2026-01-30,WC01,new,17,208,8,7
TRPCPT20260130dde5054f,2026-01-30,WC01,repeated,7,104,6,8
TRPJHB2026013060a84b93,2026-01-30,GP01,new,15,276,9,8
TRPCPT20260130fe274812,2026-01-30,WC01,new,11,154,10,6
TRPDBN202601303ea5724f,2026-01-30,KZN01,new,13,170,8,7
TRPPMB2026013009fca6d0,2026-01-30,KZN02,new,28,372,6,10
TRPPLZ202601301ff00f05,2026-01-30,WC02,new,19,214,9,10
TRPDBN202601305103bb6c,2026-01-30,KZN01,new,12,173,7,6
TRPJHB20260130b8366353,2026-01-30,GP01,new,25,421,9,9
TRPJHB20260130a4581904,2026-01-30,GP01,new,44,734,8,7
TRPJHB2026013086bd1695,2026-01-30,GP01,new,45,766,9,10
TRPNEL20260130b2be643f,2026-01-30,MP01,new,28,404,10,8
TRPPMB20260130eb83e3f6,2026-01-30,KZN02,new,36,448,8,6
TRPJHB202601303a1c3983,2026-01-30,GP01,new,43,733,9,9
TRPJHB20260130bd05f3d7,2026-01-30,GP01,new,37,635,10,9
TRPPLZ2026013004c5e38b,2026-01-30,WC02,repeated,24,279,6,6
TRPJHB20260130c97ee1b7,2026-01-30,GP01,new,47,799,8,10
TRPCPT20260130062cc266,2026-01-30,WC01,new,7,152,9,6
TRPCPT20260130526ab947,2026-01-30,WC01,new,15,176,6,9
TRPPLZ2026013058845073,2026-01-30,WC02,repeated,11,147,8,10
TRPJHB20260130097ddf69,2026-01-30,GP01,new,15,346,8,10
TRPDBN2026013042a06fa0,2026-01-30,KZN01,new,15,173,8,5
TRPPTA20260130085cbfea,2026-01-30,GP02,new,26,425,9,9
TRPPMB20260130a3f1a414,2026-01-30,KZN02,new,24,357,9,6
