trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPPTA20260114ad21138d,2026-01-14,GP02,new,11,211,8,8
TRPPLZ2026011498563dfb,2026-01-14,WC02,new,15,223,10,8
TRPJHB2026011494889e8d,2026-01-14,GP01,new,24,499,9,8
TRPDBN202601141accef2f,2026-01-14,KZN01,repeated,11,110,5,8
TRPCPT20260114726301a9,2026-01-14,WC01,new,5,72,9,5
TRPJHB2026011421b9616f,2026-01-14,GP01,repeated,43,780,8,10
TRPJHB2026011459bfecbf,2026-01-14,GP01,repeated,35,617,10,9
TRPCPT20260114b1f18006,2026-01-14,WC01,repeated,21,252,6,8
TRPJHB20260114d13150f1,2026-01-14,GP01,new,18,292,10,8
TRPCPT2026011494576fcd,2026-01-14,WC01,new,11,167,8,5
TRPBFN202601149ada4815,2026-01-14,FS01,repeated,5,66,7,9
TRPPMB202601144e5c8550,2026-01-14,KZN02,new,35,488,10,6
TRPPLZ20260114826ddd54,2026-01-14,WC02,new,7,137,6,10
TRPPTA202601144d136c5b,2026-01-14,GP02,repeated,28,410,6,10
TRPPTA20260114b9915684,2026-01-14,GP02,new,30,458,7,9
TRPPMB202601142bd968c7,2026-01-14,KZN02,new,21,246,8,6
TRPDBN202601142d43420e,2026-01-14,KZN01,repeated,18,203,8,6
TRPJHB202601149aeb0f6f,2026-01-14,GP01,repeated,31,617,7,9
TRPJHB202601140ae34469,2026-01-14,GP01,new,25,458,7,7
TRPNEL2026011453a79648,2026-01-14,MP01,repeated,10,200,10,9
TRPPMB20260114403feb93,2026-01-14,KZN02,new,33,489,8,7
TRPJHB20260114e06b4f87,2026-01-14,GP01,new,45,735,9,8
TRPPLZ20260114d6e3bc18,2026-01-14,WC02,new,17,222,10,7
TRPPTA202601140dea8ea9,2026-01-14,GP02,repeated,29,411,7,10
TRPDBN20260114e0fb294e,2026-01-14,KZN01,repeated,15,150,6,6
TRPJHB202601144af51cf7,2026-01-14,GP01,new,33,620,10,8
TRPPMB202601149c13bbe1,2026-01-14,KZN02,repeated,27,324,7,9
TRPPLZ2026011421815851,2026-01-14,WC02,new,22,239,9,9
TRPDBN20260114ca9d4e96,2026-01-14,KZN01,repeated,17,182,5,4
TRPBFN20260114ca0fd220,2026-01-14,FS01,new,18,180,9,6
TRPJHB20260114e1debc72,2026-01-14,GP01,new,24,453,9,9
TRPDBN202601148a667611,2026-01-14,KZN01,new,8,100,8,6
TRPDBN202601147ff49481,2026-01-14,KZN01,repeated,8,98,7,7
TRPJHB202601145b576332,2026-01-14,GP01,repeated,27,513,9,9
TRPELS202601149832e8b8,2026-01-14,EC01,new,14,242,9,9
TRPPMB20260114099bb214,2026-01-14,KZN02,new,22,305,9,6
TRPPLZ20260114444aea2d,2026-01-14,WC02,new,15,175,9,7
TRPPLZ20260114ec2966fc,2026-01-14,WC02,new,17,222,8,8
TRPPTA202601149bb8afba,2026-01-14,GP02,repeated,22,325,10,10
TRPPMB202601144a261e1b,2026-01-14,KZN02,new,15,267,7,10
TRPBFN2026011469413eb4,2026-01-14,FS01,new,11,122,6,7
TRPBFN2026011427ab0b11,2026-01-14,FS01,new,5,53,8,8
TRPELS202601143b6e7f17,2026-01-14,EC01,new,27,423,9,9
TRPPTA20260114807d5f85,2026-01-14,GP02,new,15,299,8,10
TRPCPT20260114377c8d69,2026-01-14,WC01,repeated,11,121,7,9
TRPDBN202601143b2dd900,2026-01-14,KZN01,repeated,16,142,8,5
TRPJHB20260114ba77c268,2026-01-14,GP01,new,32,584,9,9
TRPNEL20260114d7135c1a,2026-01-14,MP01,new,14,256,7,10
TRPJHB2026011471c2ce36,2026-01-14,GP01,repeated,46,769,7,8
TRPJHB20260114bc06e767,2026-01-14,GP01,new,36,666,9,9
TRPELS202601142d7ebef1,2026-01-14,EC01,repeated,13,206,6,7
TRPPMB202601144f3df778,2026-01-14,KZN02,repeated,23,321,8,6
TRPDBN20260114774e61fc,2026-01-14,KZN01,repeated,5,78,6,8
TRPJHB2026011471e8cef7,2026-01-14,GP01,new,13,291,10,10
TRPCPT20260114f6ec7b1b,2026-01-14,WC01,repeated,5,78,5,6
TRPRST2026011473fc252f,2026-01-14,NW01,new,14,221,9,7
TRPPTA2026011463bc6b98,2026-01-14,GP02,new,21,287,10,10
TRPPTA20260114d340ff07,2026-01-14,GP02,new,11,175,9,10
TRPPTA2026011471b4764f,2026-01-14,GP02,new,31,518,9,9
TRPNEL20260114c491f321,2026-01-14,MP01,new,24,331,7,9
TRPCPT202601146887edcb,2026-01-14,WC01,new,10,172,7,9
TRPPLZ2026011478aa878f,2026-01-14,WC02,new,12,142,8,9
TRPJHB2026011441141328,2026-01-14,GP01,new,33,633,10,8
TRPPMB2026011477897dfe,2026-01-14,KZN02,new,13,184,6,6
TRPNEL202601146ea5a669,2026-01-14,MP01,new,13,225,7,8
TRPBFN20260114362565ae,2026-01-14,FS01,repeated,16,184,5,6
TRPJHB20260114e506bb0d,2026-01-14,GP01,new,39,735,9,10
TRPNEL20260114ae634d1a,2026-01-14,MP01,new,22,305,9,9
TRPCPT2026011419b96740,2026-01-14,WC01,repeated,15,239,7,6
TRPDBN202601144b6d2e27,2026-01-14,KZN01,repeated,15,148,8,6
TRPELS2026011412d12c51,2026-01-14,EC01,new,12,190,9,10
TRPDBN2026011425bbb2dc,2026-01-14,KZN01,repeated,14,175,6,8
TRPPMB202601140ac28c72,2026-01-14,KZN02,new,36,450,7,10
TRPPMB202601146f5c4cfa,2026-01-14,KZN02,repeated,9,169,9,8
TRPJHB2026011437abea4e,2026-01-14,GP01,new,15,293,10,8
TRPPTA20260114ee444d1a,2026-01-14,GP02,new,25,343,10,9
TRPPLZ20260114b6d4631e,2026-01-14,WC02,repeated,17,206,9,6
TRPPTA20260114009f33ae,2026-01-14,GP02,new,33,521,8,7
TRPPTA202601146df0455f,2026-01-14,GP02,new,29,396,10,9
TRPCPT20260114b6c8913e,2026-01-14,WC01,new,8,136,6,7
TRPPTA2026011431646f90,2026-01-14,GP02,new,40,566,9,8
TRPBFN20260114174dc30a,2026-01-14,FS01,new,10,158,10,7
TRPJHB20260114bfe8a041,2026-01-14,GP01,repeated,28,466,7,9
TRPJHB2026011425265552,2026-01-14,GP01,new,21,421,10,9
TRPPTA20260114da9c714c,2026-01-14,GP02,new,24,370,10,8
TRPJHB202601144cc7c11c,2026-01-14,GP01,new,21,356,9,9
TRPNEL20260114031ac238,2026-01-14,MP01,new,21,295,9,9
TRPPMB20260114e712a208,2026-01-14,KZN02,repeated,34,454,7,5
TRPCPT20260114a7997503,2026-01-14,WC01,new,11,210,9,9
TRPRST20260114ff40ef08,2026-01-14,NW01,repeated,20,236,5,6
TRPPLZ202601144185cbe3,2026-01-14,WC02,repeated,18,203,7,6
TRPJHB202601141b6ec7f9,2026-01-14,GP01,repeated,21,394,8,9
TRPPTA20260114b8306a20,2026-01-14,GP02,new,20,330,9,10
TRPNEL2026011420b3cdc1,2026-01-14,MP01,new,12,200,7,10
TRPJHB2026011488987ebc,2026-01-14,GP01,repeated,37,699,9,9
TRPPTA2026011401e290ca,2026-01-14,GP02,new,29,425,9,10
TRPPMB202601140d3641fb,2026-01-14,KZN02,new,22,369,6,7
TRPJHB20260114d845e1f4,2026-01-14,GP01,new,27,521,10,7
TRPJHB2026011464a5b45a,2026-01-14,GP01,new,15,321,7,10
TRPPLZ2026011454d9267d,2026-01-14,WC02,repeated,19,202,8,6
TRPRST20260114f88b6b4d,2026-01-14,NW01,new,18,257,8,7
TRPBFN2026011416571b41,2026-01-14,FS01,new,6,98,8,6
TRPPLZ20260114b56edeef,2026-01-14,WC02,new,24,275,7,7
TRPPTA202601146cb705b0,2026-01-14,GP02,new,12,195,9,9
TRPPMB20260114c309aaa4,2026-01-14,KZN02,repeated,21,282,5,6
