trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPPTA20260110395c1378,2026-01-10,GP02,new,14,210,10,9
TRPPLZ20260110bad34ba3,2026-01-10,WC02,new,17,210,8,8
TRPJHB20260110f25d7a32,2026-01-10,GP01,new,24,503,8,9
TRPDBN20260110ff4f47d8,2026-01-10,KZN01,repeated,9,124,7,7
TRPCPT20260110f9b7a710,2026-01-10,WC01,new,5,71,9,6
TRPJHB20260110c63947de,2026-01-10,GP01,repeated,42,782,8,9
TRPJHB202601105db1b515,2026-01-10,GP01,repeated,36,631,8,9
TRPCPT20260110e981357d,2026-01-10,WC01,repeated,20,245,4,7
TRPJHB202601102a428e37,2026-01-10,GP01,new,14,295,10,8
TRPCPT202601106126ffc6,2026-01-10,WC01,new,12,193,8,6
TRPBFN20260110ae5ca1f5,2026-01-10,FS01,repeated,5,88,7,9
TRPPMB2026011043c20a17,2026-01-10,KZN02,new,38,470,10,8
TRPPLZ2026011076f5df1d,2026-01-10,WC02,new,13,123,7,9
TRPPTA20260110ac2c120a,2026-01-10,GP02,repeated,26,382,6,10
TRPPTA20260110263bdeb0,2026-01-10,GP02,new,31,448,8,9
TRPPMB202601107571e025,2026-01-10,KZN02,new,20,270,9,7
TRPDBN202601109530cbad,2026-01-10,KZN01,repeated,15,201,6,8
TRPJHB202601108fa95f3d,2026-01-10,GP01,repeated,37,628,7,9
TRPJHB2026011058f0b1ad,2026-01-10,GP01,new,27,442,7,8
TRPNEL20260110776dd01a,2026-01-10,MP01,repeated,15,204,9,9
TRPPMB20260110ee5db7bf,2026-01-10,KZN02,new,35,481,6,9
TRPJHB20260110f8429965,2026-01-10,GP01,new,43,744,7,9
TRPPLZ20260110f49d6837,2026-01-10,WC02,new,21,221,10,8
TRPPTA2026011063bc7544,2026-01-10,GP02,repeated,26,413,9,9
TRPDBN2026011084e35b1c,2026-01-10,KZN01,repeated,14,169,6,7
TRPJHB202601101ef25d1b,2026-01-10,GP01,new,37,612,10,8
TRPPMB20260110291d97bf,2026-01-10,KZN02,repeated,25,324,7,9
TRPPLZ202601100ae4d423,2026-01-10,WC02,new,18,239,10,9
TRPDBN20260110c08538dc,2026-01-10,KZN01,repeated,19,205,6,4
TRPBFN20260110da675dfe,2026-01-10,FS01,new,18,178,8,6
TRPJHB2026011029ec71e5,2026-01-10,GP01,new,28,445,9,9
TRPDBN202601109e82276b,2026-01-10,KZN01,new,9,121,6,5
TRPDBN2026011091223f9d,2026-01-10,KZN01,repeated,6,103,6,6
TRPJHB202601104fd1d22c,2026-01-10,GP01,repeated,24,477,8,10
TRPELS20260110e4354dec,2026-01-10,EC01,new,13,245,7,9
TRPPMB20260110018073e2,2026-01-10,KZN02,new,20,289,7,6
TRPPLZ20260110226d4b2b,2026-01-10,WC02,new,17,193,9,6
TRPPLZ20260110f16af49e,2026-01-10,WC02,new,20,245,7,8
TRPPTA202601109e71efe3,2026-01-10,GP02,repeated,22,325,9,9
TRPPMB20260110226e6da1,2026-01-10,KZN02,new,16,257,6,9
TRPBFN2026011032660691,2026-01-10,FS01,new,9,112,6,6
TRPBFN202601104af3bb06,2026-01-10,FS01,new,5,79,6,8
TRPELS20260110ea8f4b7f,2026-01-10,EC01,new,23,418,10,7
TRPPTA2026011045aef548,2026-01-10,GP02,new,19,274,8,10
TRPCPT2026011003f44ddd,2026-01-10,WC01,repeated,6,144,7,7
TRPDBN202601103c81b738,2026-01-10,KZN01,repeated,10,145,7,7
TRPJHB20260110cf49fc10,2026-01-10,GP01,new,33,578,10,9
TRPNEL20260110b3953c91,2026-01-10,MP01,new,15,262,8,10
TRPJHB202601100670c8e8,2026-01-10,GP01,repeated,46,804,7,10
TRPJHB20260110c25ce89e,2026-01-10,GP01,new,35,651,10,7
