trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPPTA20250827d06e0659,2025-08-27,GP02,new,14,232,9,7
TRPPLZ20250827979c8510,2025-08-27,WC02,new,20,202,8,6
TRPJHB202508278ee0aae1,2025-08-27,GP01,new,24,476,9,8
TRPDBN20250827aedf372d,2025-08-27,KZN01,repeated,13,124,7,6
TRPCPT202508273d7c67cc,2025-08-27,WC01,new,5,70,8,5
TRPJHB202508273f474193,2025-08-27,GP01,repeated,45,782,6,9
TRPJHB20250827c5ccdd47,2025-08-27,GP01,repeated,33,624,8,9
TRPCPT20250827069a70e7,2025-08-27,WC01,repeated,16,266,4,7
TRPJHB20250827680c38c6,2025-08-27,GP01,new,18,324,9,10
TRPCPT20250827954dec12,2025-08-27,WC01,new,15,174,9,7
TRPBFN2025082746f4f415,2025-08-27,FS01,repeated,9,62,6,8
TRPPMB20250827be751b44,2025-08-27,KZN02,new,35,489,10,6
TRPPLZ20250827b860e991,2025-08-27,WC02,new,7,120,6,8
TRPPTA20250827fdde156f,2025-08-27,GP02,repeated,29,381,7,10
TRPPTA202508273daefc73,2025-08-27,GP02,new,30,462,7,10
TRPPMB2025082767c00613,2025-08-27,KZN02,new,21,266,7,7
TRPDBN20250827fae28b0e,2025-08-27,KZN01,repeated,19,199,8,8
TRPJHB202508274934b01f,2025-08-27,GP01,repeated,35,599,8,9
TRPJHB202508277824032b,2025-08-27,GP01,new,24,458,7,7
TRPNEL20250827e6020603,2025-08-27,MP01,repeated,10,195,8,8
TRPPMB20250827784e806f,2025-08-27,KZN02,new,36,489,7,9
TRPJHB20250827ac136e25,2025-08-27,GP01,new,41,743,9,9
TRPPLZ20250827cd9200b4,2025-08-27,WC02,new,16,214,10,7
TRPPTA20250827cf9cc8fa,2025-08-27,GP02,repeated,29,399,7,10
TRPDBN20250827b24416c6,2025-08-27,KZN01,repeated,15,135,5,7
TRPJHB20250827adde49a0,2025-08-27,GP01,new,31,611,9,10
TRPPMB2025082785e76a11,2025-08-27,KZN02,repeated,27,339,6,8
TRPPLZ20250827093e9a1d,2025-08-27,WC02,new,19,273,8,9
TRPDBN2025082761778c39,2025-08-27,KZN01,repeated,15,175,5,5
TRPBFN20250827c307e1d2,2025-08-27,FS01,new,17,197,8,7
TRPJHB20250827b9bd3476,2025-08-27,GP01,new,22,455,8,7
TRPDBN20250827fc58359b,2025-08-27,KZN01,new,11,133,8,7
TRPDBN20250827eddc2a0b,2025-08-27,KZN01,repeated,5,102,6,5
TRPJHB202508274af5ed90,2025-08-27,GP01,repeated,25,476,9,10
TRPELS20250827844466dd,2025-08-27,EC01,new,16,234,9,8
TRPPMB20250827747645f7,2025-08-27,KZN02,new,21,268,9,7
TRPPLZ2025082758f391fd,2025-08-27,WC02,new,17,157,9,7
TRPPLZ20250827a4b83e22,2025-08-27,WC02,new,16,239,8,8
TRPPTA2025082793ca9764,2025-08-27,GP02,repeated,17,300,10,8
TRPPMB20250827e42a3708,2025-08-27,KZN02,new,20,266,7,10
TRPBFN2025082701a31175,2025-08-27,FS01,new,12,130,6,7
TRPBFN20250827751ee012,2025-08-27,FS01,new,5,56,7,6
TRPELS202508278a5d9d92,2025-08-27,EC01,new,24,412,8,9
TRPPTA20250827cabe112e,2025-08-27,GP02,new,21,265,9,10
TRPCPT202508271e3ecff5,2025-08-27,WC01,repeated,7,120,8,9
TRPDBN20250827a39fd5ed,2025-08-27,KZN01,repeated,14,154,6,7
TRPJHB20250827ab4e722d,2025-08-27,GP01,new,36,615,10,9
TRPNEL2025082707755ceb,2025-08-27,MP01,new,17,266,8,10
TRPJHB202508277a9176c5,2025-08-27,GP01,repeated,47,792,6,8
TRPJHB2025082744c2c834,2025-08-27,GP01,new,37,658,10,9
TRPELS20250827a4f31880,2025-08-27,EC01,repeated,11,206,6,7
TRPPMB2025082773ab0a85,2025-08-27,KZN02,repeated,20,302,8,7
TRPDBN202508270a3a9638,2025-08-27,KZN01,repeated,5,56,4,9
TRPJHB20250827bb182905,2025-08-27,GP01,new,17,289,10,10
TRPCPT202508273bbee938,2025-08-27,WC01,repeated,5,78,5,6
TRPRST2025082785208f71,2025-08-27,NW01,new,15,246,10,7
TRPPTA2025082715cd58f4,2025-08-27,GP02,new,15,272,9,9
TRPPTA2025082776991807,2025-08-27,GP02,new,13,178,9,10
TRPPTA2025082717485372,2025-08-27,GP02,new,32,495,9,7
TRPNEL20250827323840ea,2025-08-27,MP01,new,23,368,7,7
TRPCPT2025082711781262,2025-08-27,WC01,new,11,150,7,9
TRPPLZ20250827b535e7ee,2025-08-27,WC02,new,9,109,9,8
TRPJHB2025082722423a19,2025-08-27,GP01,new,32,645,8,9
TRPPMB2025082740881d82,2025-08-27,KZN02,new,13,193,6,8
TRPNEL20250827550342a5,2025-08-27,MP01,new,17,209,7,8
TRPBFN202508275fd1f33c,2025-08-27,FS01,repeated,19,182,6,6
TRPJHB202508274c1e56c0,2025-08-27,GP01,new,42,745,10,10
TRPNEL2025082704ef4a50,2025-08-27,MP01,new,22,308,9,10
TRPCPT2025082714642ca0,2025-08-27,WC01,repeated,18,228,7,7
TRPDBN2025082790e3e5e4,2025-08-27,KZN01,repeated,13,132,6,4
TRPELS202508276a52a273,2025-08-27,EC01,new,6,152,9,9
TRPDBN2025082725234399,2025-08-27,KZN01,repeated,16,181,6,7
TRPPMB2025082754721909,2025-08-27,KZN02,new,30,456,9,8
TRPPMB20250827ade2f24f,2025-08-27,KZN02,repeated,9,202,9,10
TRPJHB202508274a3c0dd1,2025-08-27,GP01,new,14,290,10,9
TRPPTA20250827fc615748,2025-08-27,GP02,new,24,357,10,7
TRPPLZ202508277e756825,2025-08-27,WC02,repeated,16,202,10,7
TRPPTA202508276937e693,2025-08-27,GP02,new,35,488,8,9
TRPPTA20250827f2685c70,2025-08-27,GP02,new,24,406,8,10
TRPCPT20250827a1c4ffbc,2025-08-27,WC01,new,10,152,8,7
TRPPTA20250827033aad02,2025-08-27,GP02,new,39,564,10,9
TRPBFN20250827fd43cc43,2025-08-27,FS01,new,10,161,9,6
TRPJHB20250827dd5f63ee,2025-08-27,GP01,repeated,24,444,7,8
TRPJHB2025082722f91168,2025-08-27,GP01,new,20,421,9,8
TRPPTA20250827afcc13ee,2025-08-27,GP02,new,24,387,9,10
TRPJHB20250827a68ef3d2,2025-08-27,GP01,new,21,326,9,8
TRPNEL202508274f1b05fd,2025-08-27,MP01,new,23,292,9,10
TRPPMB20250827d7b37644,2025-08-27,KZN02,repeated,33,488,9,6
TRPCPT2025082792d0b6b8,2025-08-27,WC01,new,17,186,9,9
TRPRST20250827aeb7e5ae,2025-08-27,NW01,repeated,15,211,5,8
TRPPLZ20250827d0034f94,2025-08-27,WC02,repeated,14,225,5,8
TRPJHB202508275d1116a1,2025-08-27,GP01,repeated,22,381,6,9
TRPPTA20250827e60b13cd,2025-08-27,GP02,new,23,309,7,9
TRPNEL202508277f23df8c,2025-08-27,MP01,new,12,165,7,9
TRPJHB202508275af32a86,2025-08-27,GP01,repeated,39,670,8,10
TRPPTA2025082776cafb71,2025-08-27,GP02,new,30,440,7,9
TRPPMB202508279cf7f08b,2025-08-27,KZN02,new,22,354,7,6
TRPJHB20250827d1b14c2b,2025-08-27,GP01,new,25,493,8,8
TRPJHB202508273a9e8213,2025-08-27,GP01,new,18,310,9,10
TRPPLZ20250827d7252a07,2025-08-27,WC02,repeated,15,214,8,5
TRPRST2025082785f1bf12,2025-08-27,NW01,new,21,236,8,7
TRPBFN2025082750a7c6eb,2025-08-27,FS01,new,9,81,7,8
TRPPLZ202508273d8f3bbb,2025-08-27,WC02,new,24,278,8,6
TRPPTA20250827ea3a5d94,2025-08-27,GP02,new,11,189,10,10
TRPPMB202508278ab3459d,2025-08-27,KZN02,repeated,21,256,5,8
TRPJHB202508275975e2be,2025-08-27,GP01,repeated,14,278,8,8
TRPJHB20250827e0aed9f0,2025-08-27,GP01,repeated,38,710,9,10
TRPNEL202508279562b7fb,2025-08-27,MP01,new,17,277,9,9
TRPDBN20250827631af74a,2025-08-27,KZN01,repeated,6,91,5,9
TRPPLZ2025082781404f1a,2025-08-27,WC02,new,12,163,10,9
TRPRST20250827697a4a7a,2025-08-27,NW01,repeated,14,192,10,8
TRPJHB20250827955650cf,2025-08-27,GP01,new,21,355,9,10
TRPPMB20250827402be7d9,2025-08-27,KZN02,new,19,288,6,8
TRPJHB20250827d1d19c4a,2025-08-27,GP01,new,38,670,8,10
TRPPTA2025082792158aa0,2025-08-27,GP02,repeated,30,410,8,9
TRPRST2025082778eff66d,2025-08-27,NW01,new,18,249,7,7
TRPPTA2025082724d5223a,2025-08-27,GP02,new,12,191,7,9
TRPPMB2025082702508490,2025-08-27,KZN02,new,13,195,7,10
TRPPTA202508276eabc6bf,2025-08-27,GP02,new,19,322,9,7
TRPJHB20250827c5bf295b,2025-08-27,GP01,new,40,758,9,8
TRPPLZ202508275c0c9899,2025-08-27,WC02,repeated,19,227,5,10
TRPDBN2025082797864d72,2025-08-27,KZN01,repeated,5,65,6,7
TRPDBN20250827682eeea8,2025-08-27,KZN01,new,14,135,7,7
TRPJHB20250827a1ddb54e,2025-08-27,GP01,new,17,383,9,9
TRPCPT20250827d2c468e4,2025-08-27,WC01,new,17,198,8,8
TRPPLZ20250827492882e2,2025-08-27,WC02,new,13,184,9,8
TRPELS20250827f4e641c4,2025-08-27,EC01,new,6,167,10,9
TRPJHB202508275a63231b,2025-08-27,GP01,new,26,459,10,7
