trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPPTA202509109a2bbd32,2025-09-10,GP02,new,12,231,10,9
TRPPLZ20250910aaec80ea,2025-09-10,WC02,new,16,222,8,8
TRPJHB202509104e9eb447,2025-09-10,GP01,new,30,480,9,8
TRPDBN202509108946fbf6,2025-09-10,KZN01,repeated,8,143,5,6
TRPCPT20250910750acf34,2025-09-10,WC01,new,5,88,8,5
TRPJHB202509101f64edaf,2025-09-10,GP01,repeated,41,783,7,9
TRPJHB20250910d680f8b1,2025-09-10,GP01,repeated,35,616,9,10
TRPCPT202509109193a9dc,2025-09-10,WC01,repeated,21,268,4,7
TRPJHB202509103449231b,2025-09-10,GP01,new,17,295,10,8
TRPCPT202509102257150c,2025-09-10,WC01,new,10,172,9,7
TRPBFN2025091025c9f262,2025-09-10,FS01,repeated,5,81,7,9
TRPPMB202509109ac85b9e,2025-09-10,KZN02,new,32,471,9,8
TRPPLZ20250910d95d951e,2025-09-10,WC02,new,7,143,8,8
TRPPTA202509101ff6bcae,2025-09-10,GP02,repeated,27,415,7,10
TRPPTA20250910fb74ef0f,2025-09-10,GP02,new,29,450,7,10
TRPPMB202509106f8e4c78,2025-09-10,KZN02,new,16,267,7,7
TRPDBN2025091058022d38,2025-09-10,KZN01,repeated,18,198,6,8
TRPJHB20250910b2cc8df8,2025-09-10,GP01,repeated,37,603,7,9
TRPJHB202509109c985372,2025-09-10,GP01,new,26,465,7,7
TRPNEL202509106168f727,2025-09-10,MP01,repeated,12,210,10,9
TRPPMB20250910cfb27283,2025-09-10,KZN02,new,36,484,7,9
TRPJHB2025091089602241,2025-09-10,GP01,new,44,757,9,9
TRPPLZ202509108893ec7c,2025-09-10,WC02,new,19,234,9,8
TRPPTA20250910a5de0575,2025-09-10,GP02,repeated,23,384,9,10
TRPDBN2025091023b158f0,2025-09-10,KZN01,repeated,9,136,6,6
TRPJHB20250910ba944e64,2025-09-10,GP01,new,36,597,10,9
TRPPMB202509107c2dadc1,2025-09-10,KZN02,repeated,21,332,6,8
TRPPLZ20250910d14fd04d,2025-09-10,WC02,new,24,235,8,8
TRPDBN2025091023d09c82,2025-09-10,KZN01,repeated,13,204,4,5
TRPBFN20250910af8ac0f2,2025-09-10,FS01,new,20,205,9,5
TRPJHB202509107d0aec2e,2025-09-10,GP01,new,25,466,9,8
TRPDBN20250910966d5886,2025-09-10,KZN01,new,10,102,6,7
TRPDBN202509109a78206a,2025-09-10,KZN01,repeated,6,93,7,6
TRPJHB2025091021989168,2025-09-10,GP01,repeated,25,493,9,10
TRPELS2025091032acbdfa,2025-09-10,EC01,new,11,236,7,7
TRPPMB202509104e56c89d,2025-09-10,KZN02,new,17,302,8,8
TRPPLZ202509105212371a,2025-09-10,WC02,new,11,163,10,8
TRPPLZ20250910a78a5cb3,2025-09-10,WC02,new,21,218,7,7
TRPPTA2025091044de561d,2025-09-10,GP02,repeated,18,299,9,8
TRPPMB20250910b14f54b5,2025-09-10,KZN02,new,18,257,8,8
TRPBFN20250910f495dca0,2025-09-10,FS01,new,12,137,6,7
TRPBFN2025091035660553,2025-09-10,FS01,new,5,71,6,7
TRPELS2025091074d86021,2025-09-10,EC01,new,22,400,9,8
TRPPTA202509103eee881b,2025-09-10,GP02,new,19,269,10,9
TRPCPT20250910a0eb8474,2025-09-10,WC01,repeated,11,152,7,8
TRPDBN202509102d7f051f,2025-09-10,KZN01,repeated,10,168,8,6
TRPJHB20250910a3756202,2025-09-10,GP01,new,33,616,10,8
TRPNEL202509100a3f3543,2025-09-10,MP01,new,15,263,7,10
TRPJHB202509102dbd6036,2025-09-10,GP01,repeated,43,775,7,8
TRPJHB2025091054a9ba4c,2025-09-10,GP01,new,36,686,8,9
TRPELS202509108bb29a53,2025-09-10,EC01,repeated,14,229,7,8
TRPPMB202509107ae5beb9,2025-09-10,KZN02,repeated,25,296,9,6
TRPDBN20250910ca0a23a9,2025-09-10,KZN01,repeated,5,82,6,9
TRPJHB20250910dc0dbf9b,2025-09-10,GP01,new,18,278,10,10
TRPCPT202509100b6aae0f,2025-09-10,WC01,repeated,8,106,6,4
