trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPDBN202508096149ad5e,2025-08-09,KZN01,new,14,131,8,6
TRPCPT20250809ef4693f9,2025-08-09,WC01,repeated,19,197,6,5
TRPDBN2025080971d91bcf,2025-08-09,KZN01,repeated,17,155,7,8
TRPCPT20250809ac7024ed,2025-08-09,WC01,new,19,197,8,8
TRPDBN20250809583f5026,2025-08-09,KZN01,repeated,9,91,5,6
TRPDBN20250809f8c157c9,2025-08-09,KZN01,repeated,9,91,6,5
TRPPMB20250809b9818d20,2025-08-09,KZN02,repeated,14,152,9,9
TRPDBN2025080995f877cb,2025-08-09,KZN01,repeated,10,99,6,5
TRPPLZ202508091b8e5949,2025-08-09,WC02,repeated,24,215,6,6
TRPPTA2025080924681e82,2025-08-09,GP02,repeated,33,394,9,10
TRPCPT20250809c4c7355f,2025-08-09,WC01,repeated,7,89,7,7
TRPDBN20250809dfb134a2,2025-08-09,KZN01,repeated,16,147,5,5
TRPBFN20250809d8e06630,2025-08-09,FS01,new,8,82,7,6
TRPBFN2025080973a81d6f,2025-08-09,FS01,repeated,11,106,6,6
TRPRST20250809ccb96029,2025-08-09,NW01,repeated,15,143,6,9
TRPPLZ20250809b8bebe6f,2025-08-09,WC02,new,21,191,7,8
TRPNEL202508097eb6bca9,2025-08-09,MP01,repeated,25,252,8,9
TRPDBN202508090f4f77a1,2025-08-09,KZN01,repeated,8,83,7,7
TRPCPT202508096b237bc3,2025-08-09,WC01,repeated,14,152,7,7
TRPPTA20250809a79ae431,2025-08-09,GP02,repeated,31,372,9,8
TRPDBN20250809a8ee6630,2025-08-09,KZN01,repeated,9,91,5,7
TRPPMB20250809e5d2cb55,2025-08-09,KZN02,repeated,14,152,6,8
TRPJHB202508095b4a8c4c,2025-08-09,GP01,repeated,33,433,9,8
TRPCPT20250809783e20f0,2025-08-09,WC01,repeated,19,197,7,5
TRPRST2025080936e8be16,2025-08-09,NW01,new,13,127,7,7
TRPCPT202508093ca56427,2025-08-09,WC01,repeated,12,134,6,6
TRPJHB20250809ee599b70,2025-08-09,GP01,repeated,20,277,9,8
TRPPMB202508097e7fdb78,2025-08-09,KZN02,new,24,242,9,7
TRPDBN20250809ab1d76be,2025-08-09,KZN01,new,15,139,7,8
TRPNEL2025080973046279,2025-08-09,MP01,repeated,34,333,9,10
TRPELS20250809e16d68e3,2025-08-09,EC01,repeated,22,255,8,8
TRPCPT2025080908f18b15,2025-08-09,WC01,repeated,9,107,7,7
TRPJHB20250809cfbeaaf1,2025-08-09,GP01,new,45,577,10,8
TRPJHB20250809aba8a073,2025-08-09,GP01,repeated,35,457,7,9
TRPJHB202508095a595246,2025-08-09,GP01,new,24,325,9,10
TRPPTA20250809cf166f92,2025-08-09,GP02,new,31,372,9,8
TRPRST202508098f833971,2025-08-09,NW01,new,22,199,10,7
TRPPLZ20250809f0a2a5b4,2025-08-09,WC02,repeated,16,151,9,6
TRPJHB20250809edd0ba98,2025-08-09,GP01,new,22,301,10,10
TRPELS202508099f760cd2,2025-08-09,EC01,new,14,175,9,9
TRPPTA202508099c57128c,2025-08-09,GP02,new,17,218,8,9
TRPJHB20250809a3e808ee,2025-08-09,GP01,repeated,36,469,9,10
TRPPLZ202508093db13197,2025-08-09,WC02,repeated,20,183,8,8
TRPDBN20250809de9a166a,2025-08-09,KZN01,repeated,13,123,6,6
TRPPLZ20250809bc60bd21,2025-08-09,WC02,repeated,23,207,7,8
TRPJHB2025080958758338,2025-08-09,GP01,repeated,15,217,7,9
TRPDBN2025080913ecd841,2025-08-09,KZN01,repeated,16,147,6,8
TRPCPT20250809f00f1333,2025-08-09,WC01,repeated,5,71,6,8
TRPBFN20250809d304f5a7,2025-08-09,FS01,repeated,8,82,6,8
TRPBFN20250809cc683aea,2025-08-09,FS01,repeated,14,130,6,5
