trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPPTA20251221f630625f,2025-12-21,GP02,new,15,222,8,9
TRPPLZ2025122179bb8191,2025-12-21,WC02,new,16,200,9,8
TRPJHB202512210916e496,2025-12-21,GP01,new,28,477,8,7
TRPDBN20251221a5836b10,2025-12-21,KZN01,repeated,7,131,5,6
TRPCPT20251221ed4aaaaf,2025-12-21,WC01,new,6,86,8,6
TRPJHB2025122160934c09,2025-12-21,GP01,repeated,45,784,8,8
TRPJHB2025122195072f47,2025-12-21,GP01,repeated,35,608,9,9
TRPCPT20251221615cb7ec,2025-12-21,WC01,repeated,19,244,6,9
TRPJHB20251221ea6a85db,2025-12-21,GP01,new,19,302,9,9
TRPCPT2025122111470722,2025-12-21,WC01,new,12,166,8,6
TRPBFN20251221df44e993,2025-12-21,FS01,repeated,5,66,7,9
TRPPMB2025122144fa8d06,2025-12-21,KZN02,new,34,471,10,8
TRPPLZ20251221b7556126,2025-12-21,WC02,new,8,147,8,9
TRPPTA20251221c6f7ce7d,2025-12-21,GP02,repeated,25,414,6,10
TRPPTA2025122169d5364e,2025-12-21,GP02,new,30,433,7,10
TRPPMB202512214fa8b15e,2025-12-21,KZN02,new,20,278,8,6
TRPDBN20251221bbc274a1,2025-12-21,KZN01,repeated,18,215,8,8
TRPJHB2025122100a538ab,2025-12-21,GP01,repeated,31,607,6,8
TRPJHB202512218aea4a35,2025-12-21,GP01,new,28,466,8,7
TRPNEL20251221c7c6fa2d,2025-12-21,MP01,repeated,13,175,10,8
TRPPMB2025122153d5616a,2025-12-21,KZN02,new,34,461,8,9
TRPJHB20251221813bc166,2025-12-21,GP01,new,43,744,8,9
TRPPLZ20251221f1f6539b,2025-12-21,WC02,new,17,215,10,9
TRPPTA20251221eb5bd003,2025-12-21,GP02,repeated,25,384,9,10
TRPDBN20251221fcfb904e,2025-12-21,KZN01,repeated,14,139,6,7
TRPJHB2025122165dd74d3,2025-12-21,GP01,new,35,619,10,9
TRPPMB20251221e546124f,2025-12-21,KZN02,repeated,25,343,7,9
TRPPLZ202512211805a4bb,2025-12-21,WC02,new,19,243,9,8
TRPDBN202512218a00f7f7,2025-12-21,KZN01,repeated,14,210,6,4
TRPBFN2025122117453b8a,2025-12-21,FS01,new,19,200,10,6
TRPJHB202512210bc81922,2025-12-21,GP01,new,28,467,8,7
TRPDBN20251221aecd7240,2025-12-21,KZN01,new,9,103,8,7
TRPDBN2025122113703340,2025-12-21,KZN01,repeated,6,88,5,5
TRPJHB20251221d63cf387,2025-12-21,GP01,repeated,27,479,10,10
TRPELS20251221308b5148,2025-12-21,EC01,new,11,234,8,7
TRPPMB20251221c7428023,2025-12-21,KZN02,new,23,290,7,8
TRPPLZ202512218fc998c0,2025-12-21,WC02,new,12,167,9,7
TRPPLZ202512218f1646dd,2025-12-21,WC02,new,21,221,7,8
TRPPTA202512214bd02f4d,2025-12-21,GP02,repeated,18,293,10,10
TRPPMB202512213e51a95a,2025-12-21,KZN02,new,21,268,7,10
TRPBFN20251221c6e6cae9,2025-12-21,FS01,new,13,112,8,6
TRPBFN20251221daa35753,2025-12-21,FS01,new,5,85,6,6
TRPELS202512211962f683,2025-12-21,EC01,new,25,408,10,8
TRPPTA2025122179f10cae,2025-12-21,GP02,new,21,279,10,10
TRPCPT202512216a5d0b28,2025-12-21,WC01,repeated,8,115,8,9
TRPDBN2025122181986da7,2025-12-21,KZN01,repeated,13,167,8,5
TRPJHB20251221a6bcd250,2025-12-21,GP01,new,32,596,9,10
