trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPPTA20260107d22d4b4f,2026-01-07,GP02,new,16,246,8,8
TRPPLZ202601072d4e2ed4,2026-01-07,WC02,new,18,203,10,6
TRPJHB20260107a7b2da96,2026-01-07,GP01,new,28,494,9,8
TRPDBN20260107d8d7a7dc,2026-01-07,KZN01,repeated,8,138,5,7
TRPCPT202601073bbcd6c6,2026-01-07,WC01,new,5,106,8,5
TRPJHB20260107342dce39,2026-01-07,GP01,repeated,45,750,7,9
TRPJHB20260107f95da3bb,2026-01-07,GP01,repeated,37,600,9,10
TRPCPT2026010760949bce,2026-01-07,WC01,repeated,18,261,6,9
TRPJHB20260107336c606f,2026-01-07,GP01,new,17,315,10,8
TRPCPT202601071986047f,2026-01-07,WC01,new,15,182,10,6
TRPBFN2026010711371353,2026-01-07,FS01,repeated,5,65,7,7
TRPPMB2026010759fe9f54,2026-01-07,KZN02,new,36,497,10,6
TRPPLZ2026010726b40bf1,2026-01-07,WC02,new,9,119,8,8
TRPPTA202601071904634f,2026-01-07,GP02,repeated,26,412,8,10
TRPPTA202601079f73c367,2026-01-07,GP02,new,32,466,7,10
TRPPMB20260107edbef3bf,2026-01-07,KZN02,new,19,272,8,6
TRPDBN202601073d371f47,2026-01-07,KZN01,repeated,18,207,8,7
TRPJHB20260107227ac60a,2026-01-07,GP01,repeated,33,615,6,8
TRPJHB202601078ea9acb5,2026-01-07,GP01,new,23,452,8,8
TRPNEL20260107d9246418,2026-01-07,MP01,repeated,13,198,9,10
TRPPMB20260107b323ff14,2026-01-07,KZN02,new,35,477,8,9
TRPJHB20260107dcef1593,2026-01-07,GP01,new,44,736,7,8
TRPPLZ202601079db42316,2026-01-07,WC02,new,19,249,9,8
TRPPTA20260107397fd2e7,2026-01-07,GP02,repeated,27,389,9,10
TRPDBN202601078628c233,2026-01-07,KZN01,repeated,12,165,6,7
TRPJHB2026010795ffb95f,2026-01-07,GP01,new,37,634,10,8
TRPPMB2026010708c52697,2026-01-07,KZN02,repeated,25,325,5,8
TRPPLZ2026010748a0e425,2026-01-07,WC02,new,22,243,10,7
TRPDBN2026010735b5e141,2026-01-07,KZN01,repeated,13,194,6,6
TRPBFN2026010730634065,2026-01-07,FS01,new,18,202,10,5
TRPJHB20260107a6f6a734,2026-01-07,GP01,new,28,448,8,9
TRPDBN2026010777980197,2026-01-07,KZN01,new,8,127,7,7
TRPDBN202601078996f0ca,2026-01-07,KZN01,repeated,5,101,7,6
TRPJHB2026010736fc6328,2026-01-07,GP01,repeated,24,480,10,9
TRPELS20260107d762258f,2026-01-07,EC01,new,15,247,9,7
TRPPMB20260107bf77c858,2026-01-07,KZN02,new,23,297,8,6
TRPPLZ20260107ed0d4b26,2026-01-07,WC02,new,14,179,10,8
TRPPLZ2026010755af75ef,2026-01-07,WC02,new,19,244,9,7
