trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPPTA202601243ea7d184,2026-01-24,GP02,new,11,210,9,8
TRPPLZ20260124a3ece06a,2026-01-24,WC02,new,18,209,10,7
TRPJHB20260124fad46437,2026-01-24,GP01,new,30,504,8,9
TRPDBN20260124bc18d788,2026-01-24,KZN01,repeated,13,138,7,8
TRPCPT202601248d411f08,2026-01-24,WC01,new,7,98,8,7
TRPJHB2026012447d24686,2026-01-24,GP01,repeated,45,749,8,9
TRPJHB202601241ce4bce6,2026-01-24,GP01,repeated,33,624,8,9
TRPCPT20260124b0ab7c49,2026-01-24,WC01,repeated,18,238,5,9
TRPJHB20260124f48aeb33,2026-01-24,GP01,new,14,289,9,10
TRPCPT20260124f5797ebc,2026-01-24,WC01,new,12,197,8,7
TRPBFN2026012475010111,2026-01-24,FS01,repeated,5,61,6,8
TRPPMB202601246479c9a9,2026-01-24,KZN02,new,37,473,9,6
TRPPLZ2026012419c07ced,2026-01-24,WC02,new,8,132,7,9
TRPPTA20260124b692aaf1,2026-01-24,GP02,repeated,25,406,8,9
TRPPTA20260124366dab61,2026-01-24,GP02,new,33,470,8,9
TRPPMB202601246c931ffc,2026-01-24,KZN02,new,15,279,7,8
TRPDBN202601240c828513,2026-01-24,KZN01,repeated,15,216,8,6
TRPJHB202601247f368696,2026-01-24,GP01,repeated,35,623,6,9
TRPJHB20260124329f805c,2026-01-24,GP01,new,27,482,9,8
TRPNEL20260124ce99e150,2026-01-24,MP01,repeated,10,208,9,8
TRPPMB202601246908f358,2026-01-24,KZN02,new,35,471,7,9
TRPJHB20260124a47d64ee,2026-01-24,GP01,new,41,736,8,7
TRPPLZ202601242323f69e,2026-01-24,WC02,new,21,230,10,9
TRPPTA20260124b3161207,2026-01-24,GP02,repeated,24,410,8,10
TRPDBN202601245d871f0b,2026-01-24,KZN01,repeated,14,134,6,7
TRPJHB202601240076a32f,2026-01-24,GP01,new,31,633,9,10
TRPPMB202601241673c60e,2026-01-24,KZN02,repeated,27,354,7,10
TRPPLZ20260124095bc1b3,2026-01-24,WC02,new,23,264,8,7
TRPDBN20260124bd702271,2026-01-24,KZN01,repeated,16,178,4,5
TRPBFN2026012417a6cc29,2026-01-24,FS01,new,14,192,8,6
TRPJHB20260124d714776b,2026-01-24,GP01,new,26,444,7,8
TRPDBN2026012408cbeec7,2026-01-24,KZN01,new,10,106,6,7
TRPDBN20260124497526b8,2026-01-24,KZN01,repeated,9,106,7,6
TRPJHB20260124194823af,2026-01-24,GP01,repeated,24,491,9,9
TRPELS2026012467abc714,2026-01-24,EC01,new,11,242,8,7
TRPPMB2026012453a5a69a,2026-01-24,KZN02,new,19,298,7,6
TRPPLZ202601241e6b1f22,2026-01-24,WC02,new,11,163,10,6
TRPPLZ202601242f6a2344,2026-01-24,WC02,new,22,249,7,8
TRPPTA20260124acacd002,2026-01-24,GP02,repeated,17,314,8,8
TRPPMB2026012421f7977e,2026-01-24,KZN02,new,20,280,7,8
TRPBFN202601246ba633ce,2026-01-24,FS01,new,11,109,6,7
TRPBFN20260124c5713f4c,2026-01-24,FS01,new,5,57,8,6
TRPELS2026012475568f33,2026-01-24,EC01,new,23,405,10,8
TRPPTA2026012416d631d3,2026-01-24,GP02,new,18,303,8,10
TRPCPT2026012493cc56df,2026-01-24,WC01,repeated,10,144,8,8
TRPDBN2026012427ea35d1,2026-01-24,KZN01,repeated,10,166,8,7
TRPJHB20260124dd59b1a4,2026-01-24,GP01,new,30,612,10,9
TRPNEL202601248aedfccc,2026-01-24,MP01,new,17,278,7,9
TRPJHB202601243688605f,2026-01-24,GP01,repeated,46,787,6,10
TRPJHB2026012426323330,2026-01-24,GP01,new,38,685,8,8
TRPELS20260124737d50bc,2026-01-24,EC01,repeated,12,209,6,7
TRPPMB20260124aab78b5f,2026-01-24,KZN02,repeated,20,292,7,7
