trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPPTA202601284893716c,2026-01-28,GP02,new,15,228,8,8
TRPPLZ20260128711f06ed,2026-01-28,WC02,new,20,219,9,7
TRPJHB20260128d289eeb3,2026-01-28,GP01,new,27,512,8,8
TRPDBN202601287a552650,2026-01-28,KZN01,repeated,11,128,7,6
TRPCPT20260128784c4cbe,2026-01-28,WC01,new,7,89,9,7
TRPJHB2026012892a0a9cc,2026-01-28,GP01,repeated,45,757,6,10
TRPJHB20260128e347f535,2026-01-28,GP01,repeated,33,628,10,10
TRPCPT202601286e16f6a0,2026-01-28,WC01,repeated,22,263,4,7
TRPJHB20260128358ade21,2026-01-28,GP01,new,17,325,10,9
TRPCPT20260128b8df9c77,2026-01-28,WC01,new,13,200,8,6
TRPBFN20260128e908291f,2026-01-28,FS01,repeated,5,88,6,7
TRPPMB20260128f713b9c4,2026-01-28,KZN02,new,33,483,10,8
TRPPLZ2026012866dde9bf,2026-01-28,WC02,new,12,124,6,8
TRPPTA202601288948bbce,2026-01-28,GP02,repeated,29,410,7,9
TRPPTA202601282f24e30f,2026-01-28,GP02,new,28,449,7,9
TRPPMB2026012808b7baa4,2026-01-28,KZN02,new,19,266,9,6
TRPDBN20260128558d1972,2026-01-28,KZN01,repeated,18,214,7,6
TRPJHB202601281b151387,2026-01-28,GP01,repeated,32,623,8,8
TRPJHB20260128d2dfa79c,2026-01-28,GP01,new,28,443,8,9
TRPNEL202601285eb1885d,2026-01-28,MP01,repeated,15,191,8,9
TRPPMB202601287130c009,2026-01-28,KZN02,new,37,462,6,7
TRPJHB2026012813ae18fc,2026-01-28,GP01,new,42,758,8,9
TRPPLZ2026012853a80f57,2026-01-28,WC02,new,18,246,10,8
TRPPTA202601284f7f17b5,2026-01-28,GP02,repeated,26,376,7,9
TRPDBN20260128a901712b,2026-01-28,KZN01,repeated,9,164,7,7
TRPJHB202601281ea74bca,2026-01-28,GP01,new,32,615,9,8
TRPPMB20260128808d585c,2026-01-28,KZN02,repeated,23,323,5,10
TRPPLZ20260128950be69d,2026-01-28,WC02,new,22,244,9,9
TRPDBN20260128d84a7bb4,2026-01-28,KZN01,repeated,13,196,4,4
TRPBFN202601286c6652d4,2026-01-28,FS01,new,15,169,8,6
TRPJHB2026012895cad4d1,2026-01-28,GP01,new,24,457,8,7
TRPDBN20260128161e77ec,2026-01-28,KZN01,new,10,99,8,5
TRPDBN202601283e140c9e,2026-01-28,KZN01,repeated,5,77,5,5
TRPJHB2026012862401373,2026-01-28,GP01,repeated,30,497,9,10
TRPELS2026012845b3d58d,2026-01-28,EC01,new,13,239,7,9
TRPPMB2026012807bc8fc8,2026-01-28,KZN02,new,20,272,8,7
TRPPLZ20260128a06b7cbe,2026-01-28,WC02,new,15,184,9,6
TRPPLZ20260128b87f6d6e,2026-01-28,WC02,new,18,232,8,7
TRPPTA2026012886d8b576,2026-01-28,GP02,repeated,19,295,10,9
TRPPMB2026012849f286aa,2026-01-28,KZN02,new,16,260,6,8
TRPBFN20260128d3f68528,2026-01-28,FS01,new,8,127,8,7
TRPBFN20260128d97f0fa6,2026-01-28,FS01,new,8,83,7,6
TRPELS202601282dc2aa8c,2026-01-28,EC01,new,22,398,10,9
TRPPTA202601284b2d2ddb,2026-01-28,GP02,new,15,283,10,10
TRPCPT20260128c7087fef,2026-01-28,WC01,repeated,12,128,7,8
TRPDBN20260128566db119,2026-01-28,KZN01,repeated,11,166,6,7
TRPJHB20260128eb4611f9,2026-01-28,GP01,new,35,592,9,10
TRPNEL20260128d6db8ef5,2026-01-28,MP01,new,16,283,9,10
TRPJHB202601284aec0b04,2026-01-28,GP01,repeated,44,790,8,10
TRPJHB2026012821b9097f,2026-01-28,GP01,new,36,674,8,9
TRPELS2026012853604cb4,2026-01-28,EC01,repeated,14,234,8,9
TRPPMB202601287ac6fb1f,2026-01-28,KZN02,repeated,20,320,7,5
TRPDBN20260128a4bad3b5,2026-01-28,KZN01,repeated,8,63,5,8
TRPJHB20260128ccbca9f1,2026-01-28,GP01,new,16,285,10,10
TRPCPT202601289d641f94,2026-01-28,WC01,repeated,5,88,5,5
TRPRST20260128f38b6b16,2026-01-28,NW01,new,20,208,10,8
TRPPTA2026012880222c09,2026-01-28,GP02,new,17,281,10,10
TRPPTA202601283ab1f541,2026-01-28,GP02,new,13,197,8,10
TRPPTA202601289c055e0c,2026-01-28,GP02,new,31,505,10,9
TRPNEL20260128eef45da7,2026-01-28,MP01,new,23,351,8,7
TRPCPT20260128fe043d56,2026-01-28,WC01,new,11,178,8,8
TRPPLZ20260128f9ef1b34,2026-01-28,WC02,new,6,118,10,8
TRPJHB202601288c8ad601,2026-01-28,GP01,new,32,642,10,9
TRPPMB2026012862855104,2026-01-28,KZN02,new,14,196,8,7
TRPNEL2026012852458c85,2026-01-28,MP01,new,11,213,9,10
TRPBFN202601286b159a90,2026-01-28,FS01,repeated,15,208,6,4
TRPJHB202601286f5e07b4,2026-01-28,GP01,new,40,744,10,8
TRPNEL202601285f084af1,2026-01-28,MP01,new,18,306,9,9
TRPCPT20260128c09ab28c,2026-01-28,WC01,repeated,18,235,7,7
TRPDBN2026012805d6ea62,2026-01-28,KZN01,repeated,15,171,8,4
TRPELS20260128735670c7,2026-01-28,EC01,new,12,182,10,10
TRPDBN2026012818120710,2026-01-28,KZN01,repeated,15,178,6,8
TRPPMB20260128ef064ee7,2026-01-28,KZN02,new,30,439,8,8
TRPPMB20260128d2829737,2026-01-28,KZN02,repeated,13,182,8,10
TRPJHB2026012884761b0c,2026-01-28,GP01,new,14,281,9,8
TRPPTA20260128ed2a9764,2026-01-28,GP02,new,26,344,10,7
TRPPLZ2026012865a48edf,2026-01-28,WC02,repeated,20,204,8,8
TRPPTA2026012830987208,2026-01-28,GP02,new,33,507,10,7
TRPPTA20260128f7180ad7,2026-01-28,GP02,new,24,409,8,10
TRPCPT20260128e9c65a55,2026-01-28,WC01,new,7,162,6,7
TRPPTA202601281c3f00c6,2026-01-28,GP02,new,40,546,10,9
TRPBFN20260128672363b4,2026-01-28,FS01,new,14,163,9,6
TRPJHB202601281309fe7a,2026-01-28,GP01,repeated,27,457,7,9
TRPJHB20260128ea7542e6,2026-01-28,GP01,new,21,415,10,9
TRPPTA2026012836bb94dc,2026-01-28,GP02,new,23,380,9,8
TRPJHB20260128a6cbeb19,2026-01-28,GP01,new,16,337,10,8
TRPNEL20260128ddcc355b,2026-01-28,MP01,new,21,305,9,10
TRPPMB202601283fea896c,2026-01-28,KZN02,repeated,36,478,7,5
TRPCPT20260128b217d07d,2026-01-28,WC01,new,11,194,8,7
TRPRST20260128e86545b0,2026-01-28,NW01,repeated,18,218,5,6
TRPPLZ20260128ea951a5c,2026-01-28,WC02,repeated,20,216,5,6
TRPJHB202601283ba22bb7,2026-01-28,GP01,repeated,24,375,8,9
TRPPTA202601287f0d46f3,2026-01-28,GP02,new,21,313,9,10
TRPNEL202601282719adbd,2026-01-28,MP01,new,11,180,9,10
TRPJHB20260128f05be75f,2026-01-28,GP01,repeated,41,671,9,10
TRPPTA202601282c1dd4b8,2026-01-28,GP02,new,26,429,8,9
TRPPMB20260128847f7425,2026-01-28,KZN02,new,25,336,6,8
TRPJHB202601285636b641,2026-01-28,GP01,new,27,496,9,8
TRPJHB20260128ef10d81e,2026-01-28,GP01,new,14,329,9,9
TRPPLZ2026012896dd774e,2026-01-28,WC02,repeated,19,232,9,7
TRPRST202601281988f241,2026-01-28,NW01,new,21,242,10,9
TRPBFN2026012865e50c68,2026-01-28,FS01,new,8,84,8,6
TRPPLZ20260128aebface6,2026-01-28,WC02,new,26,295,9,7
TRPPTA20260128b75db92d,2026-01-28,GP02,new,13,182,9,9
TRPPMB2026012834270d49,2026-01-28,KZN02,repeated,21,256,6,6
TRPJHB202601283fda46df,2026-01-28,GP01,repeated,15,296,8,8
TRPJHB202601286d4c8142,2026-01-28,GP01,repeated,41,685,9,8
TRPNEL20260128f57d9c9e,2026-01-28,MP01,new,22,276,10,8
TRPDBN20260128adea7abc,2026-01-28,KZN01,repeated,8,123,6,9
TRPPLZ20260128f083bc13,2026-01-28,WC02,new,14,153,9,10
TRPRST202601288e7e885b,2026-01-28,NW01,repeated,13,196,9,9
TRPJHB202601285ffa51ee,2026-01-28,GP01,new,20,346,8,10
TRPPMB202601287023b04c,2026-01-28,KZN02,new,19,266,6,8
TRPJHB2026012819c072ec,2026-01-28,GP01,new,39,676,9,10
TRPPTA20260128084d6349,2026-01-28,GP02,repeated,25,393,8,9
TRPRST202601288f7ab0e7,2026-01-28,NW01,new,17,252,9,6
TRPPTA202601287a1cac7d,2026-01-28,GP02,new,12,170,7,10
TRPPMB2026012862364daf,2026-01-28,KZN02,new,12,199,8,10
TRPPTA202601283985f433,2026-01-28,GP02,new,19,318,9,8
TRPJHB202601282032cd30,2026-01-28,GP01,new,39,747,8,8
TRPPLZ202601284f172652,2026-01-28,WC02,repeated,19,201,6,10
TRPDBN2026012870d9c0b1,2026-01-28,KZN01,repeated,7,96,7,9
TRPDBN20260128082df9d3,2026-01-28,KZN01,new,11,143,9,6
TRPJHB20260128db03ff43,2026-01-28,GP01,new,17,371,10,9
TRPCPT2026012823dff3b0,2026-01-28,WC01,new,13,189,8,8
TRPPLZ20260128443f9ed3,2026-01-28,WC02,new,17,176,10,6
TRPELS202601281af6a361,2026-01-28,EC01,new,11,178,10,8
TRPJHB202601281e12613c,2026-01-28,GP01,new,22,450,10,8
TRPCPT202601282648ad6e,2026-01-28,WC01,new,12,190,8,7
TRPCPT2026012884b659c7,2026-01-28,WC01,repeated,8,104,5,9
TRPJHB20260128e58f3873,2026-01-28,GP01,new,16,276,9,8
TRPCPT2026012802c36163,2026-01-28,WC01,new,13,143,10,6
TRPDBN20260128f730575a,2026-01-28,KZN01,new,13,176,10,9
TRPPMB20260128a123c48e,2026-01-28,KZN02,new,23,361,6,8
TRPPLZ2026012883832ddc,2026-01-28,WC02,new,20,213,8,10
TRPDBN20260128546a4027,2026-01-28,KZN01,new,16,188,6,6
TRPJHB2026012833224263,2026-01-28,GP01,new,19,429,8,9
TRPJHB2026012892849e1e,2026-01-28,GP01,new,40,751,9,8
TRPJHB202601287cef70cb,2026-01-28,GP01,new,42,765,9,10
TRPNEL20260128b81db104,2026-01-28,MP01,new,26,409,10,9
TRPPMB202601281daef31f,2026-01-28,KZN02,new,34,472,8,6
TRPJHB202601281a8538e3,2026-01-28,GP01,new,45,743,9,7
TRPJHB202601284939a4b8,2026-01-28,GP01,new,39,643,10,8
TRPPLZ202601284b44a492,2026-01-28,WC02,repeated,27,288,7,6
TRPJHB20260128a5b4304c,2026-01-28,GP01,new,42,784,9,10
TRPCPT20260128e886d4d6,2026-01-28,WC01,new,7,129,9,8
TRPCPT202601280e509937,2026-01-28,WC01,new,15,177,8,7
TRPPLZ20260128c35eff52,2026-01-28,WC02,repeated,13,171,6,9
TRPJHB20260128b83153f2,2026-01-28,GP01,new,15,349,9,9
TRPDBN202601282cf44d02,2026-01-28,KZN01,new,13,185,9,7
TRPPTA20260128f670ac42,2026-01-28,GP02,new,27,453,9,10
TRPPMB202601283d3a8669,2026-01-28,KZN02,new,23,350,10,7
TRPPTA202601287e9cf7d9,2026-01-28,GP02,new,20,352,8,8
TRPJHB20260128f7077eeb,2026-01-28,GP01,repeated,47,768,9,8
TRPPMB2026012854bc5ceb,2026-01-28,KZN02,new,29,362,7,8
TRPDBN202601283a4a2a19,2026-01-28,KZN01,repeated,7,117,5,6
TRPPTA2026012836b7170d,2026-01-28,GP02,repeated,40,564,9,10
TRPJHB20260128ed1f40a6,2026-01-28,GP01,new,36,643,10,10
TRPBFN202601283beccaf0,2026-01-28,FS01,repeated,10,86,6,6
TRPPTA20260128cccfca38,2026-01-28,GP02,repeated,29,439,10,9
TRPJHB20260128d089c566,2026-01-28,GP01,new,39,728,10,9
TRPPLZ202601285127e813,2026-01-28,WC02,new,19,235,10,9
TRPPTA20260128a9f18b09,2026-01-28,GP02,new,29,447,7,10
TRPPTA2026012892b5fe5b,2026-01-28,GP02,new,12,238,9,9
TRPPMB20260128ea645299,2026-01-28,KZN02,repeated,11,200,9,8
TRPPLZ20260128915362ed,2026-01-28,WC02,repeated,16,195,9,8
TRPJHB202601288ed2ae28,2026-01-28,GP01,repeated,29,547,7,10
TRPRST20260128efb4aa61,2026-01-28,NW01,repeated,15,203,7,8
TRPELS20260128d335bddc,2026-01-28,EC01,new,12,260,10,8
TRPELS2026012861d4b0db,2026-01-28,EC01,new,16,285,10,7
TRPCPT2026012808ac2b4a,2026-01-28,WC01,repeated,16,223,5,6
TRPJHB20260128f3d789da,2026-01-28,GP01,new,40,695,10,10
TRPPTA202601287e7da851,2026-01-28,GP02,repeated,11,191,6,9
TRPJHB2026012896109cc0,2026-01-28,GP01,new,39,729,9,9
TRPPMB20260128be7cffc1,2026-01-28,KZN02,repeated,29,431,7,7
TRPELS202601289b87e430,2026-01-28,EC01,new,19,343,9,10
TRPJHB20260128ca97497c,2026-01-28,GP01,new,40,763,10,10
TRPPMB202601288943bb9d,2026-01-28,KZN02,new,16,257,7,9
TRPNEL20260128e7e49d31,2026-01-28,MP01,new,35,494,8,10
TRPRST2026012817173e67,2026-01-28,NW01,repeated,9,133,5,9
TRPJHB2026012828ab4ff6,2026-01-28,GP01,repeated,29,545,8,9
TRPRST20260128be69a84f,2026-01-28,NW01,new,18,290,8,8
TRPJHB20260128b1df4ba2,2026-01-28,GP01,new,40,752,9,10
TRPPMB20260128fd286f79,2026-01-28,KZN02,repeated,37,480,8,9
TRPJHB20260128d553cfc9,2026-01-28,GP01,new,30,558,10,10
TRPJHB20260128f35687c7,2026-01-28,GP01,new,43,760,8,8
TRPDBN20260128230d0ec7,2026-01-28,KZN01,repeated,12,147,8,7
TRPJHB202601285724ce26,2026-01-28,GP01,new,29,509,8,8
TRPPLZ202601281c721e39,2026-01-28,WC02,new,20,239,9,7
TRPJHB2026012862548e32,2026-01-28,GP01,new,38,692,10,7
TRPCPT20260128df1b820c,2026-01-28,WC01,new,20,247,10,9
TRPDBN202601286d2a5422,2026-01-28,KZN01,new,13,160,8,7
TRPDBN20260128c494dcf8,2026-01-28,KZN01,repeated,5,112,8,4
TRPRST20260128fb8e0dea,2026-01-28,NW01,new,11,197,10,9
TRPBFN202601284b36645a,2026-01-28,FS01,new,15,164,8,7
TRPJHB20260128cfb1c829,2026-01-28,GP01,new,33,636,8,10
TRPBFN2026012851a18983,2026-01-28,FS01,repeated,6,107,6,6
TRPPMB202601288f65adbb,2026-01-28,KZN02,repeated,21,319,5,9
TRPDBN202601285859bce8,2026-01-28,KZN01,new,11,170,10,8
TRPPTA202601286f751498,2026-01-28,GP02,repeated,37,492,8,10
TRPPTA20260128747701b9,2026-01-28,GP02,repeated,20,353,8,8
TRPJHB202601287496a6d4,2026-01-28,GP01,new,45,815,9,9
TRPBFN20260128908c6dba,2026-01-28,FS01,repeated,7,98,6,6
TRPJHB20260128bf62d342,2026-01-28,GP01,new,20,372,10,9
TRPPTA2026012876f60c5c,2026-01-28,GP02,new,28,451,7,8
TRPNEL202601288f8b71dd,2026-01-28,MP01,new,32,471,10,8
TRPRST20260128e002f946,2026-01-28,NW01,new,10,196,9,9
TRPPLZ202601285cf1b02a,2026-01-28,WC02,repeated,11,97,7,8
TRPJHB20260128e335eba9,2026-01-28,GP01,new,15,297,10,9
TRPCPT20260128d9d3bd85,2026-01-28,WC01,repeated,13,158,6,7
TRPPTA2026012817e20b00,2026-01-28,GP02,new,27,392,7,10
TRPNEL20260128bfb6a104,2026-01-28,MP01,new,37,503,10,9
TRPPTA20260128d1eb4802,2026-01-28,GP02,new,8,180,7,7
TRPCPT202601287581e6ad,2026-01-28,WC01,new,17,248,9,7
TRPDBN20260128e08b1394,2026-01-28,KZN01,new,8,128,7,8
TRPRST202601280465f80c,2026-01-28,NW01,new,15,186,7,10
TRPCPT20260128ffb5be5f,2026-01-28,WC01,new,18,261,8,6
TRPJHB2026012827db80f9,2026-01-28,GP01,new,19,402,10,7
TRPPLZ202601289a26da79,2026-01-28,WC02,new,23,260,9,9
TRPDBN202601289d3de372,2026-01-28,KZN01,new,5,56,9,7
TRPDBN202601281747c3fa,2026-01-28,KZN01,new,18,191,8,8
TRPPLZ20260128d6eb2c7f,2026-01-28,WC02,repeated,19,223,9,8
TRPDBN202601286365c303,2026-01-28,KZN01,repeated,10,160,4,9
TRPBFN202601282e995548,2026-01-28,FS01,repeated,12,108,7,8
TRPJHB20260128c9465688,2026-01-28,GP01,new,24,394,8,10
TRPPLZ2026012861b222f0,2026-01-28,WC02,new,21,261,8,9
TRPCPT20260128ce46f183,2026-01-28,WC01,new,5,87,8,6
TRPRST202601285bb7cef7,2026-01-28,NW01,repeated,8,116,7,7
TRPRST202601288bbebbd5,2026-01-28,NW01,new,17,196,10,9
