trip_id,date,city_id,passenger_type,distance_travelled(km),fare_amount,passenger_rating,driver_rating
TRPPTA202602019d09e1f5,2026-02-01,GP02,new,15,246,8,9
TRPPLZ20260201c2222227,2026-02-01,WC02,new,18,213,8,8
TRPJHB20260201925a9030,2026-02-01,GP01,new,25,514,9,8
TRPDBN20260201a200481a,2026-02-01,KZN01,repeated,8,148,5,6
TRPCPT20260201d9c605e2,2026-02-01,WC01,new,8,86,9,7
TRPJHB2026020119da3180,2026-02-01,GP01,repeated,45,748,7,9
TRPJHB2026020188b07576,2026-02-01,GP01,repeated,32,612,10,10
TRPCPT2026020190cef9d1,2026-02-01,WC01,repeated,20,261,5,9
TRPJHB20260201ec4963f4,2026-02-01,GP01,new,15,298,10,9
TRPCPT20260201c7357769,2026-02-01,WC01,new,12,200,8,6
TRPBFN20260201c91b0d6e,2026-02-01,FS01,repeated,6,80,5,7
TRPPMB202602015d45a192,2026-02-01,KZN02,new,37,473,9,8
TRPPLZ20260201890ce71f,2026-02-01,WC02,new,9,149,8,9
TRPPTA2026020188ee537e,2026-02-01,GP02,repeated,29,397,8,9
TRPPTA20260201856185fd,2026-02-01,GP02,new,31,433,9,9
TRPPMB202602011aa7a748,2026-02-01,KZN02,new,20,248,7,6
TRPDBN20260201f1b758a7,2026-02-01,KZN01,repeated,19,217,6,8
TRPJHB20260201fb3fef71,2026-02-01,GP01,repeated,31,619,8,7
TRPJHB20260201902e932e,2026-02-01,GP01,new,26,456,9,7
TRPNEL202602013b072121,2026-02-01,MP01,repeated,12,199,8,8
TRPPMB202602011157d81d,2026-02-01,KZN02,new,35,475,8,7
TRPJHB20260201527079cb,2026-02-01,GP01,new,40,767,8,8
TRPPLZ2026020157f13e7c,2026-02-01,WC02,new,16,218,10,7
TRPPTA202602016ba41a06,2026-02-01,GP02,repeated,29,405,8,10
TRPDBN20260201dc6714b4,2026-02-01,KZN01,repeated,15,146,7,7
TRPJHB2026020153aa064e,2026-02-01,GP01,new,32,600,9,8
TRPPMB202602018aadf36f,2026-02-01,KZN02,repeated,21,358,6,9
TRPPLZ20260201c9bbfb0f,2026-02-01,WC02,new,22,252,9,8
TRPDBN202602015b72351f,2026-02-01,KZN01,repeated,15,200,6,6
TRPBFN20260201eff5e4ba,2026-02-01,FS01,new,17,174,9,5
TRPJHB202602014e3c91db,2026-02-01,GP01,new,22,446,9,9
TRPDBN20260201d735433d,2026-02-01,KZN01,new,11,102,8,5
TRPDBN202602015d598f0c,2026-02-01,KZN01,repeated,6,93,5,5
TRPJHB2026020191c11b3a,2026-02-01,GP01,repeated,29,507,10,10
TRPELS202602011c4ef7e5,2026-02-01,EC01,new,11,260,8,8
TRPPMB20260201b9813ed4,2026-02-01,KZN02,new,22,279,7,6
TRPPLZ202602019d0bd8ee,2026-02-01,WC02,new,14,180,10,7
TRPPLZ20260201a41c753a,2026-02-01,WC02,new,18,216,7,9
TRPPTA20260201d0bd747f,2026-02-01,GP02,repeated,23,314,10,9
TRPPMB20260201864bf942,2026-02-01,KZN02,new,16,277,7,9
TRPBFN20260201f22f235a,2026-02-01,FS01,new,11,112,7,6
TRPBFN20260201c3d3dde3,2026-02-01,FS01,new,6,74,8,7
TRPELS20260201d0079c81,2026-02-01,EC01,new,28,406,9,8
TRPPTA20260201734c5325,2026-02-01,GP02,new,16,288,9,9
TRPCPT2026020164fae192,2026-02-01,WC01,repeated,9,151,8,8
TRPDBN20260201886d2ef8,2026-02-01,KZN01,repeated,16,151,8,7
TRPJHB20260201097515ac,2026-02-01,GP01,new,32,586,10,8
TRPNEL20260201b35c4768,2026-02-01,MP01,new,19,251,9,9
TRPJHB20260201e7f25981,2026-02-01,GP01,repeated,46,797,6,9
TRPJHB20260201b3270692,2026-02-01,GP01,new,35,654,9,7
TRPELS202602015921c8dd,2026-02-01,EC01,repeated,11,231,8,7
TRPPMB202602011288e90c,2026-02-01,KZN02,repeated,23,332,9,7
TRPDBN2026020161d8f66b,2026-02-01,KZN01,repeated,6,90,4,9
TRPJHB20260201eb98289a,2026-02-01,GP01,new,12,304,9,10
TRPCPT202602013fc533af,2026-02-01,WC01,repeated,8,66,5,5
TRPRST20260201d556334b,2026-02-01,NW01,new,16,244,9,7
TRPPTA20260201b18c0fdc,2026-02-01,GP02,new,18,292,10,10
TRPPTA20260201d70482f0,2026-02-01,GP02,new,13,171,9,10
TRPPTA202602010107cffa,2026-02-01,GP02,new,35,503,10,8
TRPNEL20260201ef2df953,2026-02-01,MP01,new,21,344,7,8
TRPCPT2026020191a1adb3,2026-02-01,WC01,new,10,169,7,9
TRPPLZ2026020106ed256b,2026-02-01,WC02,new,11,136,9,7
TRPJHB20260201d2130605,2026-02-01,GP01,new,36,621,10,9
TRPPMB2026020137cd1751,2026-02-01,KZN02,new,9,185,8,6
TRPNEL20260201cfe5af3e,2026-02-01,MP01,new,17,205,8,9
TRPBFN20260201b8de6e1b,2026-02-01,FS01,repeated,18,180,6,4
TRPJHB2026020199ec29a3,2026-02-01,GP01,new,43,731,10,8
TRPNEL2026020156fc6543,2026-02-01,MP01,new,18,337,9,10
TRPCPT202602014b0344ac,2026-02-01,WC01,repeated,15,239,5,8
TRPDBN2026020187d783e6,2026-02-01,KZN01,repeated,11,151,8,5
TRPELS20260201e26f1b4b,2026-02-01,EC01,new,8,176,8,10
TRPDBN202602017b1ba3e1,2026-02-01,KZN01,repeated,14,186,4,9
TRPPMB202602018da1b6f5,2026-02-01,KZN02,new,34,471,9,8
TRPPMB2026020176831f09,2026-02-01,KZN02,repeated,10,163,9,8
TRPJHB202602018d896d1c,2026-02-01,GP01,new,12,277,10,8
TRPPTA2026020116d11d00,2026-02-01,GP02,new,24,336,10,9
TRPPLZ20260201fd18ef32,2026-02-01,WC02,repeated,14,229,9,6
TRPPTA20260201c3469403,2026-02-01,GP02,new,31,508,10,9
TRPPTA202602019d93518c,2026-02-01,GP02,new,30,408,8,10
TRPCPT202602011a58b9b8,2026-02-01,WC01,new,9,141,6,9
TRPPTA20260201bfa843a7,2026-02-01,GP02,new,38,574,10,8
TRPBFN20260201855dea6c,2026-02-01,FS01,new,11,145,10,5
TRPJHB2026020145174007,2026-02-01,GP01,repeated,26,476,8,8
TRPJHB2026020180460b89,2026-02-01,GP01,new,20,399,10,10
TRPPTA20260201b74283a0,2026-02-01,GP02,new,22,370,9,10
TRPJHB20260201fd189ebb,2026-02-01,GP01,new,18,339,10,9
TRPNEL20260201e89c8959,2026-02-01,MP01,new,20,297,8,9
TRPPMB202602017ae97ed8,2026-02-01,KZN02,repeated,36,488,9,6
TRPCPT202602017c5ee0f0,2026-02-01,WC01,new,11,192,7,8
TRPRST20260201efc9569a,2026-02-01,NW01,repeated,20,218,6,8
TRPPLZ202602012df714e0,2026-02-01,WC02,repeated,16,210,6,7
TRPJHB2026020113c43399,2026-02-01,GP01,repeated,24,408,7,10
TRPPTA2026020196999ec3,2026-02-01,GP02,new,18,310,8,10
TRPNEL20260201870adc1a,2026-02-01,MP01,new,12,191,7,10
TRPJHB202602017dd15842,2026-02-01,GP01,repeated,39,679,8,9
TRPPTA20260201bd5956d0,2026-02-01,GP02,new,28,432,8,10
TRPPMB20260201c7808e0b,2026-02-01,KZN02,new,22,364,6,8
TRPJHB20260201136b7321,2026-02-01,GP01,new,28,519,8,9
TRPJHB20260201ba09712b,2026-02-01,GP01,new,14,307,9,9
